X,Y,OBJECTID,Equipment_ID,Equipment_Name,Current_Location,Current_Lat,Current_Long,Allocated_Location,Allocated_Lat,Allocated_Long,ON_Number,Lifeboat_Number,MMSI,Class,Launch_Method,Product_ID,Model_ID,On_Service_Date
-1.49804902099993,55.1255912780001,189,OB02007407,D-Class ILB Alan and Amy,Blyth ILB D,55.1255912780762,-1.49804902076721,Blyth ILB D,55.125591278,-1.4980490208,,D-746,235096961,D-Class,IB1 variant,IB1,MK2IB1,29/11/2012
-1.43209066399993,55.0355199630001,190,OB02004232,B-Class A85 Hylton Burdon,Cullercoats ILB B,55.035519963,-1.43209066399995,Cullercoats ILB B,55.035519963,-1.432090664,,B-811,235106994,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/12/2006
-1.43292167399994,55.0091116930001,191,OB02002126,D-Class BB Holme Team IV,Tynemouth Lifeboat Station,55.009111693,-1.43292167399995,,,,,BB-544,,D-Class,EA16 variant,EA16,MK1BBEA16,01/08/1997
-1.43292167399994,55.0091116930001,192,OB02002127,ON1242 Severn ALB Spirit of Northumberland,Tynemouth ALB,55.009111693,-1.43292167399995,Tynemouth ALB,55.009111693,-1.432921674,ON1242,17-20,232003140,Severn,Afloat Boat,AfloatBoat,MK2MTUSevern,30/06/1998
-1.36443996,54.9204864500001,195,OB02007408,D-Class ILB Myjo,Sunderland ILB D,54.9199399,-1.36746103499995,Sunderland ILB D,54.92048645,-1.36443996,,D-747,0,D-Class,IB1,IB1 variant,MK2IB1,0
-1.19095976699992,54.694837765,196,OB02003220,ON1274 Trent ALB Betty Huntbatch,Hartlepool ALB,54.694837765,-1.19095976699995,Hartlepool ALB,54.694837765,-1.190959767,ON1274,14-37,235010879,Trent,Afloat Boat,AfloatBoat,MK1Trent,17/09/2003
-1.19095976699992,54.694837765,197,OB02016042,B-Class A85 Solihull,Hartlepool ILB B,54.694837765,-1.19095976699995,Hartlepool ILB B,54.694837765,-1.190959767,,B-881,235108071,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/12/2014
-1.06366660899994,54.6185868760001,198,OB02012366,B-Class A85 Malcolm and Mona Bennett-Williams,Redcar ILB B,54.618586876,-1.06366660899995,,,,,B-865,235096759,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,18/12/2012
-1.06366660899994,54.6185868760001,199,OB02016858,D-Class ILB Eileen May Loach-Thomas,Redcar ILB D,54.618586876,-1.06366660899995,,,,,D-786,235108989,D-Class,IB1 variant,IB1,MK2IB1,
-0.791769029999955,54.5597877500001,200,OB02024639,B-Class A85 Sheila and Dennis Tongue III,Staithes and Runswick ILB B,54.559757172,-0.791727453999952,Staithes and Runswick ILB B,54.55978775,-0.79176903,,B-897,0,B-Class,Atlantic85,Atlantic 85,MK2SIMSAtlantic85,0
-0.613084887999946,54.4881804510001,201,OB02002114,ON1212 Trent ALB George and Mary Webb,Whitby ALB,54.488180451,-0.613084887999952,Whitby ALB,54.488180451,-0.613084888,ON1212,14-14,232002370,Trent,Afloat Boat,AfloatBoat,MK1Trent,30/06/1995
1.27116501,51.8472595200001,202,OB02004407,D-Class BB OEM Stone III,Walton and Frinton ALB,54.488180451,-0.613084887999952,,0,0,,,0,D-Class,IB1,IB1 variant,MK2BBIB1,0
-0.393126723999956,54.28345461,203,OB02001055,ON1322 Shannon ALB Frederick William Plaxton,Scarborough ALB,54.28345461,-0.393126723999952,Scarborough ALB,54.28345461,-0.393126724,ON1322,13-15,235109052,Shannon,Carriage Boat,CarriageBoat,MK1Shannon,01/01/2016
-0.393126723999956,54.28345461,204,OB02006317,D-Class ILB John Wesley Hillard III,Scarborough ILB D,54.28345461,-0.393126723999952,Scarborough ILB D,54.28345461,-0.393126724,,D-724,235102871,D-Class,IB1 variant,IB1,MK2IB1,01/11/2009
-0.283378295999967,54.2113064330001,205,OB02002120,ON1170 Mersey ALB Keep Fit Association,Filey ALB,54.211306433,-0.283378295999952,Filey ALB,54.211306433,-0.283378296,ON1170,12-13,232004395,Mersey,Carriage Boat,CarriageBoat,MK1FRCMersey,01/01/1991
-0.283378295999967,54.2113064330001,206,OB02006404,D-Class ILB Braund,Filey ILB D,54.211306433,-0.283378295999952,Filey ILB D,54.211306433,-0.283378296,,D-728,235102862,D-Class,IB1 variant,IB1,MK2IB1,13/02/2014
-4.46974611,54.1448707600001,208,OB02002067,ON1169 Mersey ALB Marine Engineer,Douglas ALB,54.076464225,-0.199732765999952,Douglas ALB,54.14487076,-4.46974611,ON1169,,0,Mersey,CarriageBoat,Carriage Boat,MK1ALALMersey,0
0.112057,53.57631302,211,OB02003121,B-Class A75 Dorothy and Kathrine Barr II,Humber Lifeboat Station,53.5764,0.110700000000048,Humber ALB,53.57631302,0.112057,,B-783,0,B-Class,Atlantic75,Atlantic 75,MK1Atlantic75,0
-0.023211422999964,53.5568799850001,212,OB02010346,D-Class ILB James Burgess II,Cleethorpes ILB D,53.556879985,-0.023211422999952,Cleethorpes ILB D,53.556879985,-0.023211423,,D-757,235096972,D-Class,IB1 variant,IB1,MK2IB1,03/12/2012
0.346730248000028,53.1417649370001,215,OB02001277,ON1324 Shannon ALB Joel and April Grunnill,Skegness ALB,53.141764937,0.346730248000048,Skegness ALB,53.141764937,0.346730248,ON1324,13-17,235109055,Shannon,Carriage Boat,CarriageBoat,MK1Shannon,01/01/2016
0.5026,52.9541,217,OB02006412,B-Class A85 Spirit of West Norfolk,Hunstanton ILB B,52.9541,0.502600000000048,Hunstanton ILB B,52.9541,0.5026,,B-848,235109734,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/11/2010
0.5026,52.9541,218,OB02003454,Hovercraft IRH Hunstanton Flyer,Hunstanton ILB H,52.9541,0.502600000000048,Hunstanton ILB H,52.9541,0.5026,,H-003,,Hovercraft,Griffon,Griffon,MK1470SAR,28/02/2003
0.851731633000043,52.972995262,219,OB02002066,ON1161 Mersey ALB Doris M Mann of Ampthill,Wells ALB,52.972995262,0.851731633000048,Wells ALB,52.972995262,0.851731633,ON1161,12-003,232003201,Mersey,Carriage Boat,CarriageBoat,MK1ALALMersey,01/06/1990
0.851731633000043,52.972995262,220,OB02023341,D-Class ILB Peter Wilcox,Wells ILB D,52.972995262,0.851731633000048,Wells ILB D,52.972995262,0.851731633,,D-797,,D-Class,IB1 variant,IB1,MK2IB1,12/07/2016
1.20274398700008,52.9459257940001,221,OB02004474,B-Class A85 The Odd Fellows,Sheringham ILB B,52.945925794,1.20274398700004,Sheringham ILB B,52.945925794,1.202743987,,B-818,235088862,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,01/06/2007
1.30170361400008,52.934366261,222,OB02004337,ON1287 Tamar ALB Lester,Cromer ALB,52.934366261,1.30170361400004,Cromer ALB,52.934366261,1.301703614,ON1287,16-07,235030385,Tamar,Slipway Boat,SlipwayBoat,MK1Tamar,20/06/2007
1.30170361400008,52.934366261,223,OB02006698,D-Class ILB George and Muriel,Cromer ILB D,52.934366261,1.30170361400004,Cromer ILB D,52.934366261,1.301703614,,D-734,235108922,D-Class,IB1 variant,IB1,MK2IB1,15/06/2010
1.55619732,52.8132981700001,224,OB02027348,B-Class A85 Howard Bell,Happisburgh ILB B,52.813298173,1.55619732400004,Happisburgh ILB B,52.81329817,1.55619732,,B-899,0,B-Class,Atlantic85,Atlantic 85,MK2SIMSAtlantic85,0
1.73191798,52.5752182,226,OB02002233,ON1208 Trent ALB Samarbeta,Great Yarmouth and Gorleston ALB,52.575247902,1.73196986400004,Great Yarmouth and Gorleston ALB,52.5752182,1.73191798,ON1208,,0,Trent,AfloatBoat,Afloat Boat,MK1Trent,0
1.73191798,52.5752182,227,OB02009611,A-Class IRB No Name,Great Yarmouth and Gorleston ILB A,52.575247902,1.73196986400004,Great Yarmouth and Gorleston ILB A,52.5752182,1.73191798,,A-77,0,A-Class,AranciaNZ,Arancia New Zealand built,MK1Lifeboat,0
1.75281246900005,52.4716917,229,OB02026432,ON1312 Shannon ALB Patsy Knight,Lowestoft ALB,52.4716917,1.75281246900004,Lowestoft ALB,52.4716917,1.752812469,ON1312,13-05,235101098,Shannon,Afloat Boat,AfloatBoat,MK1Shannon,01/01/2016
1.67248175500004,52.3149830040001,230,OB02012493,B-Class A85 Annie Tranmer,Southwold ILB B,52.314983004,1.67248175500004,Southwold ILB B,52.314983004,1.672481755,,B-868,235097647,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,01/04/2013
1.60261618500004,52.152270576,231,OB02002095,ON1193 Mersey ALB Freddie Cooper,Aldeburgh ALB,52.152270576,1.60261618500004,Aldeburgh ALB,52.152270576,1.602616185,ON1193,12-34,232003208,Mersey,Carriage Boat,CarriageBoat,MK1FRCMersey,30/06/1993
1.60261618500004,52.152270576,232,OB02027306,D-Class ILB Susan Scott,Aldeburgh ILB D,52.152270576,1.60261618500004,,,,,D-808,,D-Class,IB1 variant,IB1,MK2IB1,22/03/2017
-1.4980490199999,55.12559128,234,OB02003149,B-Class A75 Sure and Steadfast,Blyth ILB B,51.948657265,1.28718435700004,Blyth ILB B,55.12559128,-1.49804902,,B-789,0,B-Class,Atlantic75,Atlantic 75,MK1Atlantic75,0
1.27116501,51.8472595200001,235,OB02005603,ON1299 Tamar ALB Irene Muriel Rees,Walton and Frinton ALB,51.847245188,1.27119165000004,Walton and Frinton ALB,51.84725952,1.27116501,ON1299,,0,Tamar,AfloatBoat,Afloat Boat,MK1Tamar,0
1.1413,51.7815,236,OB02010339,B-Class A85 David Porter MPS,Clacton-on-Sea ILB B,51.7815,1.14130000000004,Clacton-on-Sea ILB B,51.7815,1.1413,,B-863,235092957,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,06/08/2012
0.898663509000073,51.7803365240001,238,OB02012714,B-Class A85 Just George,West Mersea ILB B,51.780336524,0.898663509000048,West Mersea ILB B,51.780336524,0.898663509,,B-879,235106996,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,
0.802529991000029,51.629184723,239,OB02007125,B-Class A85 Tony and Robert Britt,Burnham-on-Crouch ILB B,51.6291847229004,0.802529990673065,Burnham-on-Crouch ILB B,51.629184723,0.80252999067,,B-849,,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,10/08/2011
0.802529991000029,51.629184723,240,OB02027096,D-Class ILB David and Barbara Chapman,Burnham-on-Crouch ILB D,51.6291847229004,0.802529990673065,,,,,D-807,,D-Class,IB1 variant,IB1,MK2IB1,27/02/2017
0.716346025000064,51.5324249270001,241,OB02016846,B-Class A85 Julia and Angus Wright,Southend-on-Sea ILB B,51.5324249267578,0.716346025466919,Southend-on-Sea ILB B,51.532424927,0.71634602547,,B-885,,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,
0.716346025000064,51.5324249270001,242,OB02004779,D-Class ILB The Essex Freemason,Southend-on-Sea ILB D (Wet End),51.5324249267578,0.716346025466919,Southend-on-Sea ILB D (Dry End),51.532424927,0.71634602547,,D-682,235102943,D-Class,IB1 variant,IB1,MK2IB1,01/09/2007
0.716346025000064,51.5324249270001,243,OB02016043,D-Class ILB William Henderson,Southend-on-Sea ILB D (Dry End),51.5324249267578,0.716346025466919,,,,,D-771,235103263,D-Class,IB1 variant,IB1,MK2IB1,01/08/2014
0.716346025000064,51.5324249270001,244,OB02003262,Hovercraft IRH Vera Ravine,Southend-on-Sea ILB H,51.5324249267578,0.716346025466919,Southend-on-Sea ILB H,51.532424927,0.71634602547,,H-004,,Hovercraft,Griffon,Griffon,MK1470SAR,31/08/2003
0.374681366000061,51.445264788,245,OB02005001,B-Class A85 Olive Laura Deare II,Gravesend ILB B,51.445264788,0.374681366000048,Gravesend ILB B,51.445264788,0.374681366,,B-827,235070739,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,01/10/2008
-0.251584269999967,51.482196206,248,OB02009617,E-Class ILB Brawn Challenge,Chiswick ILB E (Operational),51.482196206,-0.251584269999952,Tower ILB E (Operational),51.509919995,-0.117225498,,E-09,235080607,E-Class,Marine specialised technology 1050 base boat,MST1050base,MK2E-Class,01/04/2012
-0.32606335,51.4306287160001,250,OB02006706,D-Class ILB Olwen and Tom,Teddington ILB D (Down Lock),51.430628716,-0.326063349999952,Teddington ILB D (Down Lock),51.430628716,-0.32606335,,D-743,235083511,D-Class,IB1 variant,IB1,MK2IB1,24/11/2010
-0.32606335,51.4306287160001,251,OB02016857,D-Class ILB Peter Saw,Teddington ILB D (Up Lock),51.430628716,-0.326063349999952,Teddington ILB D (Up Lock),51.430628716,-0.32606335,,D-785,235108838,D-Class,IB1 variant,IB1,MK2IB1,
0.744001985000068,51.4461784360001,252,OB02002110,ON1211 Trent ALB George and Ivy Swanson,Sheerness ALB,51.4461784362793,0.744001984596252,Sheerness ALB,51.446178436,0.7440019846,ON1211,14-13,232002180,Trent,Afloat Boat,AfloatBoat,MK1Trent,30/06/1995
1.02576688100004,51.3625905230001,254,OB02012712,B-Class A85 Lewisco,Whitstable ILB B,51.362590523,1.02576688100004,Whitstable ILB B,51.362590523,1.025766881,,B-877,235105953,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/07/2014
1.41967139700006,51.328903295,258,OB02012713,B-Class A85 Claire and David Delves,Ramsgate ILB B,51.328903295,1.41967139700004,Ramsgate ILB B,51.328903295,1.419671397,,B-878,235106995,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/09/2014
1.40298977300006,51.2135315560001,260,OB02023338,D-Class ILB Duggie Rodbard II,Walmer ILB D,51.213531556,1.40298977300004,Walmer ILB D,51.213531556,1.402989773,,D-794,,D-Class,IB1 variant,IB1,MK2IB1,19/04/2016
0.96563554100004,50.974593505,262,OB02003123,B-Class A75 Fred Clarke,Littlestone-on-Sea ILB B,50.974593505,0.965635541000048,Littlestone-on-Sea ILB B,50.974593505,0.965635541,,B-785,235109553,B-Class,Atlantic 75,Atlantic75,MK1Atlantic75,28/11/2006
0.976546851000023,50.9265063710001,263,OB02026378,ON1309 Shannon ALB The Morrell,Dungeness ALB,50.926506371,0.976546851000048,Dungeness ALB,50.926506371,0.976546851,ON1309,13-02,235101095,Shannon,Carriage Boat,CarriageBoat,MK1Shannon,01/01/2016
0.327696110000034,50.7911790210001,267,OB02005607,ON1303 Tamar ALB Diamond Jubilee,Eastbourne ALB,50.791179021,0.327696110000048,Eastbourne ALB,50.791179021,0.32769611,ON1303,16-23,235069215,Tamar,Afloat Boat,AfloatBoat,MK1Tamar,11/04/2012
0.327696110000034,50.7911790210001,268,OB02006707,D-Class ILB Laurence and Percy Hobbs,Eastbourne ILB D,50.791179021,0.327696110000048,Eastbourne ILB D,50.791179021,0.32769611,,D-744,235096966,D-Class,IB1 variant,IB1,MK2IB1,12/05/2013
0.053719841000031,50.788517036,269,OB02002128,ON1243 Severn ALB David and Elizabeth Acland,Newhaven ALB,50.788517036,0.053719841000048,Newhaven ALB,50.788517036,0.053719841,ON1243,17-21,232003141,Severn,Afloat Boat,AfloatBoat,MK2MTUSevern,30/06/1998
-0.1043,50.8109,270,OB02007401,B-Class A85 Random Harvest,Brighton ILB B,50.8109,-0.104299999999952,Brighton ILB B,50.8109,-0.1043,,B-852,235088764,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,07/09/2011
-0.249,50.8304,271,OB02004854,ON1295 Tamar ALB Enid Collett,Shoreham Harbour ALB,50.8304,-0.248999999999952,Shoreham Harbour ALB,50.8304,-0.249,ON1295,16-15,235050721,Tamar,Slipway Boat,SlipwayBoat,MK1Tamar,23/11/2010
-0.249,50.8304,272,OB02016856,D-Class ILB Joan Woodland,Shoreham Harbour ILB D,50.8304,-0.248999999999952,Shoreham Harbour ILB D,50.8304,-0.249,,D-784,235108837,D-Class,IB1 variant,IB1,MK2IB1,
-0.544482761999973,50.808029671,273,OB02018835,B-Class A85 Renee Sherman,Littlehampton ILB B,50.808029671,-0.544482761999952,Littlehampton ILB B,50.808029671,-0.544482762,,B-891,,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/01/2016
-0.544482761999973,50.808029671,274,OB02016071,D-Class ILB Arthur Hamilton,Littlehampton ILB D,50.808029671,-0.544482761999952,,,,,D-774,235107673,D-Class,IB1 variant,IB1,MK2IB1,01/10/2014
-1.02981071199997,50.7952261990001,278,OB02006410,B-Class A85 Norma T,Portsmouth ILB B,50.795226199,-1.02981071199995,Portsmouth ILB B,50.795226199,-1.029810712,,B-846,235108851,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,24/10/2010
-1.02981071199997,50.7952261990001,279,OB02006059,D-Class ILB Brian's Pride,Portsmouth ILB D,50.795226199,-1.02981071199995,Portsmouth ILB D,50.795226199,-1.029810712,,D-716,235091474,D-Class,IB1 variant,IB1,MK2IB1,01/07/2009
-1.30830175699992,50.8201951890001,280,OB02009291,B-Class A85 Max Walls,Calshot ILB B,50.820195189,-1.30830175699995,Calshot ILB B,50.820195189,-1.308301757,,B-860,235091473,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,30/04/2012
-1.30830175699992,50.8201951890001,281,OB02007409,D-Class ILB Willett,Calshot ILB D,50.820195189,-1.30830175699995,Calshot ILB D,50.820195189,-1.308301757,,D-748,235091475,D-Class,IB1 variant,IB1,MK2IB1,01/11/2011
-1.5291,50.7539,282,OB02016841,B-Class A85 David Bradley,Lymington ILB B,50.7539,-1.52909999999995,Lymington ILB B,50.7539,-1.5291,,B-882,235108808,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,
-1.07048001499993,50.6902018270001,284,OB02004856,ON1297 Tamar ALB Alfred Albert Williams,Bembridge ALB,50.690201827,-1.07048001499995,Bembridge ALB,50.690201827,-1.070480015,ON1297,16-17,235050723,Tamar,Slipway Boat,SlipwayBoat,MK1Tamar,15/06/2010
-1.07048001499993,50.6902018270001,285,OB02016850,D-Class ILB Norman Harvey,Bembridge ILB D,50.690201827,-1.07048001499995,Bembridge ILB D,50.690201827,-1.070480015,,D-778,235108812,D-Class,IB1 variant,IB1,MK2IB1,
-1.29809856799994,50.7648005830001,286,OB02009290,B-Class A85 Sheena Louise,Cowes ILB B,50.764800583,-1.29809856799995,Cowes ILB B,50.764800583,-1.298098568,,B-859,235091472,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,08/06/2012
-1.50044,50.706162,287,OB02002741,ON1249 Severn ALB Eric and Susan Hiscock (Wanderer),Yarmouth (IOW) ALB,50.706162,-1.50044,Yarmouth (IOW) ALB,50.706162,-1.50044,ON1249,17-25,232004401,Severn,Afloat Boat,AfloatBoat,MK2MTUSevern,30/06/2000
-1.74206494799995,50.7243192130001,288,OB02004191,B-Class A85 Mudeford Servant,Mudeford ILB B,50.724319213,-1.74206494799995,Mudeford ILB B,50.724319213,-1.742064948,,B-806,235087097,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/09/2006
-1.99197195899995,50.712713819,289,OB02005000,B-Class A85 Sgt Bob Martin,Poole ILB B,50.712713819,-1.99197195899995,Poole ILB B,50.712713819,-1.991971959,,B-826,235102921,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,01/09/2008
-1.94670825799994,50.607232981,291,OB02010342,D-Class ILB Phyl and Jack,Swanage ILB D,50.607232981,-1.94670825799995,Swanage ILB D,50.607232981,-1.946708258,,D-752,235094315,D-Class,IB1 variant,IB1,MK2IB1,12/07/2012
-2.45015811899998,50.6072425840001,292,OB02002734,ON1261 Severn ALB Ernest and Mabel,Weymouth ALB,50.6072425842285,-2.45015811920166,Weymouth ALB,50.607242584,-2.4501581192,ON1261,17-32,235005118,Severn,Afloat Boat,AfloatBoat,MK1CATSevern,30/06/2002
-2.45015812,50.60724258,293,OB02002793,B-Class A75 Braemar,Weymouth ILB B,50.6072425842285,-2.45015811920166,Weymouth ILB B,50.60724258,-2.45015812,,B-774,0,B-Class,Atlantic75,Atlantic 75,MK1Atlantic75,0
-2.939,50.7204,294,OB02008571,B-Class A85 Spirit of Loch Fyne,Lyme Regis ILB B,50.7204,-2.93899999999995,Lyme Regis ILB B,50.7204,-2.939,,B-857,235090695,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,01/02/2012
-3.50552148899993,50.3991837930001,299,OB02002755,ON1255 Severn ALB Alec and Christina Dykes,Torbay ALB,50.399183793,-3.50552148899995,Torbay ALB,50.399183793,-3.505521489,ON1255,17-28,232004407,Severn,Afloat Boat,AfloatBoat,MK1CATSevern,30/06/2001
-3.50552148899993,50.3991837930001,300,OB02016860,D-Class ILB Leslie and Mary Daws,Torbay ILB D,50.399183793,-3.50552148899995,Torbay ILB D,50.399183793,-3.505521489,,D-788,235108994,D-Class,IB1 variant,IB1,MK2IB1,
-2.9881849299999,51.35225296,303,OB02003311,B-Class A75 Joan Bate,Weston-Super-Mare ILB B (Knightstone),50.238604377,-3.76671208199995,Weston-Super-Mare ILB B (Knightstone),51.35225296,-2.98818493,,B-794,0,B-Class,Atlantic75,Atlantic 75,MK1Atlantic75,0
-2.03026249399994,49.2179599250001,305,OB02006407,B-Class A85 Eric W Wilson,St Catherine ILB B,49.217959925,-2.03026249399995,St Catherine ILB B,49.217959925,-2.030262494,,B-841,235108064,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,15/06/2010
-2.1128,49.1805,306,OB02004827,ON1292 Tamar ALB George Sullivan,St Helier ALB,49.1805,-2.11279999999995,St Helier ALB,49.1805,-2.1128,ON1292,16-12,235050568,Tamar,Afloat Boat,AfloatBoat,MK1Tamar,01/06/2009
-4.1504,50.3631,309,OB02002737,ON1264 Severn ALB Sybil Mullen Glover,Plymouth ALB,50.3631,-4.15039999999995,Plymouth ALB,50.3631,-4.1504,ON1264,17-35,235005121,Severn,Afloat Boat,AfloatBoat,MK1CATSevern,28/02/2003
-4.15038204,50.3630409200001,311,OB02003198,A-Class IRB No Name,Plymouth ILB A,50.3631,-4.15039999999995,Plymouth ILB A,50.36304092,-4.15038204,,A-31,0,A-Class,AranciaNZ,Arancia New Zealand built,MK1Lifeboat,0
-4.45324102299998,50.3520193100001,312,OB02018847,B-Class A85 Sheila and Dennis Tongue II,Looe ILB B,50.35201931,-4.45324102299995,Looe ILB B,50.35201931,-4.453241023,,B-894,,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/01/2016
-4.45324102299998,50.3520193100001,313,OB02006704,D-Class ILB Ollie Naismith,Looe ILB D,50.35201931,-4.45324102299995,Looe ILB D,50.35201931,-4.453241023,,D-741,235109317,D-Class,IB1 variant,IB1,MK2IB1,22/09/2010
-4.63232942299993,50.3387217220001,314,OB02002760,ON1253 Trent ALB Corinne Whiteley,Fowey ALB,50.338721722,-4.63232942299995,,,,ON1253,14-32,232004405,Trent,Afloat Boat,AfloatBoat,MK1Trent,01/06/2001
-5.0592,50.1514,316,OB02002756,ON1256 Severn ALB Richard Cox Scott,Falmouth ALB,50.1514,-5.0592,Falmouth ALB,50.1514,-5.0592,ON1256,17-29,232004408,Severn,Afloat Boat,AfloatBoat,MK1CATSevern,30/06/2001
-5.18704501399998,49.9695118290001,318,OB02005604,ON1300 Tamar ALB Rose,The Lizard ALB,49.969511829,-5.18704501399995,The Lizard ALB,49.969511829,-5.187045014,ON1300,16-20,235069212,Tamar,Slipway Boat,SlipwayBoat,MK1Tamar,20/06/2011
-5.54872322099993,50.1039314270001,319,OB02002738,ON1265 Severn ALB Ivan Ellen,Penlee ALB,50.103931427002,-5.5487232208252,Penlee ALB,50.103931427,-5.5487232208,ON1265,17-36,235005122,Severn,Afloat Boat,AfloatBoat,MK1CATSevern,31/03/2003
-5.54872322099993,50.1039314270001,320,OB02018846,B-Class A85 Mollie and Ivor Dent,Penlee ILB B,50.103931427002,-5.5487232208252,Penlee ILB B,50.103931427,-5.5487232208,,B-893,,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/01/2016
-6.31171337099994,49.9168634430001,321,OB02002072,ON1229 Severn ALB The Whiteheads,St Mary's ALB,49.916863443,-6.31171337099995,St Mary's ALB,49.916863443,-6.311713371,ON1229,17-11,232003049,Severn,Afloat Boat,AfloatBoat,MK1CATSevern,30/06/1997
-5.70365589699998,50.0778640080001,322,OB02004853,ON1294 Tamar ALB City of London III,Sennen Cove ALB,50.077864008,-5.70365589699995,Sennen Cove ALB,50.077864008,-5.703655897,ON1294,16-14,235050719,Tamar,Slipway Boat,SlipwayBoat,MK1Tamar,28/10/2009
-5.70365589699998,50.0778640080001,323,OB02012707,D-Class ILB Amy Brown,Sennen Cove ILB D,50.077864008,-5.70365589699995,Sennen Cove ILB D,50.077864008,-5.703655897,,D-763,235102025,D-Class,IB1 variant,IB1,MK2IB1,18/11/2013
-5.4796,50.2128,324,OB02026535,ON1318 Shannon ALB Nora Stachura,St Ives ALB,50.2128,-5.47959999999995,St Ives ALB,50.2128,-5.4796,ON1318,13-11,235106579,Shannon,Carriage Boat,CarriageBoat,MK1Shannon,01/01/2016
-5.2017,50.3195,325,OB02016859,D-Class ILB XKalibur,St Agnes ILB D,50.3195,-5.20169999999995,St Agnes ILB D,50.3195,-5.2017,,D-787,235108991,D-Class,IB1 variant,IB1,MK2IB1,
-5.08712455599994,50.416410726,326,OB02004764,B-Class A85 The Gladys Mildred,Newquay (Cornwall) ILB B,50.416410726,-5.08712455599995,Newquay (Cornwall) ILB B,50.416410726,-5.087124556,,B-821,235101862,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,01/09/2007
-5.02172011299996,50.5490344470001,328,OB02003816,ON1283 Tamar ALB Spirit of Padstow,Padstow ALB,50.549034447,-5.02172011299995,Padstow ALB,50.549034447,-5.021720113,ON1283,16-04,235030388,Tamar,Slipway Boat,SlipwayBoat,MK1Tamar,31/08/2006
-4.55000787599994,50.8308948260001,332,OB02010345,D-Class ILB George Bird,Bude ILB D,50.830894826,-4.55000787599995,Bude ILB D,50.830894826,-4.550007876,,D-756,235096667,D-Class,IB1 variant,IB1,MK2IB1,29/11/2012
-4.3976,50.9983,333,OB02012703,B-Class A85 Toby Rundle,Clovelly ILB B,50.9983,-4.39759999999995,Clovelly ILB B,50.9983,-4.3976,,B-872,235100651,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,02/05/2014
-4.19986903299997,51.056909316,334,OB02004855,ON1296 Tamar ALB Mollie Hunt,Appledore ALB,51.056909316,-4.19986903299995,Appledore ALB,51.056909316,-4.199869033,ON1296,16-16,235050722,Tamar,Afloat Boat,AfloatBoat,MK1Tamar,28/01/2010
-4.19986903299997,51.056909316,335,OB02010337,B-Class A85 Glanely,Appledore ILB B,51.056909316,-4.19986903299995,Appledore ILB B,51.056909316,-4.199869033,,B-861,235092934,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,19/06/2012
-4.1160883699999,51.2096628450001,336,OB02026500,ON1316 Shannon ALB The Barry & Peggy High Foundation,Ilfracombe ALB,51.209662845,-4.11608836999995,Ilfracombe ALB,51.209662845,-4.11608837,ON1316,13-09,235106576,Shannon,Carriage Boat,CarriageBoat,MK1Shannon,01/01/2016
-4.1160883699999,51.2096628450001,337,OB02006060,D-Class ILB Deborah Brown II,Ilfracombe ILB D,51.209662845,-4.11608836999995,Ilfracombe ILB D,51.209662845,-4.11608837,,D-717,235102875,D-Class,IB1 variant,IB1,MK2IB1,01/08/2009
-3.47522422099996,51.2140493960001,338,OB02004775,B-Class A85 Richard and Elizabeth Deaves,Minehead ILB B,51.214049396,-3.47522422099995,Minehead ILB B,51.214049396,-3.475224221,,B-824,235097642,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,29/11/2007
